MovieID,Keywords
tt0398808,"children, imagination, world, imagine, imaginary, outcasts, life, real, taunt, peers, foes, changes"
tt1172570,"criminal, violent, british, story"
tt0416449,"spartan, sparta, spartans, persians, xerxes, persia, greeks, king, greek, persian, traitor"
tt0187078,"actor, snatch, cage, duvall, vinnie, seconds, robert, mobster, speed, fast, croft"
tt0114614,"naomi, kesslee, rebel, book, film, abducted, cusack, strip, girl, comics, dystopian, vengeance"
tt0264796,
tt0210945,"coaching, coach, coaches, boone, virginia, fairfax, denzel, arlington, schools, training, va"
tt0277296,"akkadians, balthazar, sorcerer, memnon, mathayus, kingdom, horde, ambushed, takmet, king, ancient, magician"
tt0122151,"butters, firearm, strangled, gun, murtaugh, lethal, scene, murdered, hostage, murtagh"
tt0125439,
tt0060107,"buffoon, theophanes, tarkovsky, andrei, monks, peasants, monastery, midsummer, monk, artistic, iconographer, vladimir"
tt0119643,"brad, death, drew, jake, mortal, claire, dead, hopkins, personification"
tt0120623,"ants, ant, grasshoppers, grasshopper, flik, spider, anthill, bugs, island, colony, sister, circus"
tt0086879,"salieri, mozart, salieris, amadeus, musicians, vienna, composer, musical, requiem, flute, music, opera"
tt0119683,"valjean, portrayal, novel, frenchman, victor, film, jean, cosette, french, napoleon, hugo"
tt0298203,"jimmy, rabbit, eminem, rapper, future, trailer, rap, shannon, thug"
tt0268380,
tt5867800,
tt0183505,"baileygates, jamal, harvey, dickie, brownlee, layla, fbi, black, sons, daniel"
tt0277027,"sams, dawson, daughter, parental, custody, child, mentally, ice, situation, caring"
tt3631112,"rachel, megan, emily, blonde, lisa, rebecca, laura, woman, relationship, married, imagination, marriage"
tt0120611,"vampire, vampires, vampirism, vamps, vamp, underworld, movie, scene, club, nightclub, wesley, blade"
tt0181865,"narcotics, drug, cocaine, cartel, guzmán, drugs, tijuana, frankie, notorious, juárez, poison, overdoses"
tt0414993,"mayan, mayans, underworld, monkeys, monkey, guatemalan, movie, conquistador, oncologist, tommy, nebula, conquistadors"
tt0103112,
tt1490017,"wizard, emmet, vitruvius, imagination, construction, builders, prophecy, evil, visions, worker, resistance"
tt4061010,
tt0106611,"runner, derice, bobsledder, runners, competing, racer, rawle, olympic, bobsled, athlete, bobsledding, race"
tt1386697,"superman, batman, harley, quinn, margot, bodyguard, waller, villains, guards, assassin, amanda"
tt1748122,"scout, scouts, scoutmaster, troop, ward, camp, orphan, camped, penzance, suzy, recruits"
tt0758746,"crystal, whitney, amanda, lake, young, ryan, camp, danielle, lone, friends, richie"
tt0119256,
tt2322441,"ana, grey, rasuk, clayton, shades, jennifer, steele, washington"
tt0117571,"casey, murderer, murder, movie, murders, killers, sidney, scene, film, ghost, killer, becker"
tt0120577,
tt0116282,"fargo, movie, scene, kidnapper, frozen, marge, kidnapping, cabin"
tt1798603,"willie, santa, willy, claus, billy, thornton, pop, ending, valet, movie, suicide"
tt0104348,"act, action, salesman, sales, takes, salesmen, behavior, estate, attorney, plays, movie, estates"
tt2872718,"night, nightcrawler, robbery, carjacking, nightcrawlers, loder, thief, detectives, cop, detective, crime, fence"
tt0070735,"gambling, lonnegan, hooker, betting, cash, poker, bets, movie, newman, stakes, money, robbed"
tt2713180,"sergeant, soldier, panzerfaust, tanks, tank, battlefield, fury, gunner, sherman, platoon, commanders, battle"
tt1872181,"spider, parker, spiderscut, osborn, movie, doom, scene, spiders, film, monster, escape"
tt0104454,
tt2015381,"planet, nebula, guardians, planets, universe, cameo, quill, earth, star"
tt1649419,"tsunami, flood, rescue, rescued, lucas, devastation, daniel, naomi, devastating, injured, reunite"
tt0388795,"cowboy, sheephand, ennis, ranching, sheep, ranch, trailer, brokeback, jake, summer, herding, rodeo"
tt0120586,"derek, scene, ryan, seth, truck, danny, scenes, car, crash, black, night, watched"
tt0046911,"christina, ending, divorce, mistreatment, drown, delassalle, relationship, consents, dies, mutual, movie"
tt0099674,"corleone, godfather, vito, keaton, tommasino, palermo, mafia, pacino, gangster, sicilian"
